1338000,2018,1,1,118
1338000,2018,1,2,129
1338000,2018,1,3,129
1338000,2018,1,4,123
1338000,2018,1,5,122
1338000,2018,1,6,122
1338000,2018,1,7,120
1338000,2018,1,8,128
1338000,2018,1,9,156
1338000,2018,1,10,211
1338000,2018,1,11,420
1338000,2018,1,12,2150
1338000,2018,1,13,937
1338000,2018,1,14,437
1338000,2018,1,15,341
1338000,2018,1,16,288
1338000,2018,1,17,269
1338000,2018,1,18,250
1338000,2018,1,19,234
1338000,2018,1,20,232
1338000,2018,1,21,231
1338000,2018,1,22,267
1338000,2018,1,23,1020
1338000,2018,1,24,926
1338000,2018,1,25,497
1338000,2018,1,26,355
1338000,2018,1,27,327
1338000,2018,1,28,458
1338000,2018,1,29,413
1338000,2018,1,30,334
1338000,2018,1,31,274
1338000,2018,2,1,266
1338000,2018,2,2,244
1338000,2018,2,3,209
1338000,2018,2,4,222
1338000,2018,2,5,202
1338000,2018,2,6,196
1338000,2018,2,7,170
1338000,2018,2,8,185
1338000,2018,2,9,175
1338000,2018,2,10,166
1338000,2018,2,11,176
1338000,2018,2,12,213
1338000,2018,2,13,233
1338000,2018,2,14,226
1338000,2018,2,15,462
1338000,2018,2,16,1160
1338000,2018,2,17,629
1338000,2018,2,18,462
1338000,2018,2,19,515
1338000,2018,2,20,2110
1338000,2018,2,21,1380
1338000,2018,2,22,810
1338000,2018,2,23,683
1338000,2018,2,24,808
1338000,2018,2,25,874
1338000,2018,2,26,715
1338000,2018,2,27,525
1338000,2018,2,28,461
1338000,2018,3,1,431
1338000,2018,3,2,394
1338000,2018,3,3,428
1338000,2018,3,4,443
1338000,2018,3,5,429
1338000,2018,3,6,420
1338000,2018,3,7,454
1338000,2018,3,8,420
1338000,2018,3,9,402
1338000,2018,3,10,381
1338000,2018,3,11,357
1338000,2018,3,12,331
1338000,2018,3,13,353
1338000,2018,3,14,341
1338000,2018,3,15,313
1338000,2018,3,16,310
1338000,2018,3,17,289
1338000,2018,3,18,268
1338000,2018,3,19,260
1338000,2018,3,20,244
1338000,2018,3,21,241
1338000,2018,3,22,242
1338000,2018,3,23,260
1338000,2018,3,24,283
1338000,2018,3,25,284
1338000,2018,3,26,322
1338000,2018,3,27,388
1338000,2018,3,28,685
1338000,2018,3,29,1070
1338000,2018,3,30,3570
1338000,2018,3,31,1370
1338000,2018,4,1,1080
1338000,2018,4,2,809
1338000,2018,4,3,746
1338000,2018,4,4,1170
1338000,2018,4,5,923
1338000,2018,4,6,660
1338000,2018,4,7,658
1338000,2018,4,8,546
1338000,2018,4,9,491
1338000,2018,4,10,443
1338000,2018,4,11,364
1338000,2018,4,12,397
1338000,2018,4,13,501
1338000,2018,4,14,480
1338000,2018,4,15,418
1338000,2018,4,16,472
1338000,2018,4,17,724
1338000,2018,4,18,519
1338000,2018,4,19,473
1338000,2018,4,20,424
1338000,2018,4,21,372
1338000,2018,4,22,349
1338000,2018,4,23,328
1338000,2018,4,24,282
1338000,2018,4,25,365
1338000,2018,4,26,432
1338000,2018,4,27,333
1338000,2018,4,28,311
1338000,2018,4,29,365
1338000,2018,4,30,674
1338000,2018,5,1,441
1338000,2018,5,2,353
1338000,2018,5,3,325
1338000,2018,5,4,327
1338000,2018,5,5,366
1338000,2018,5,6,302
1338000,2018,5,7,274
1338000,2018,5,8,267
1338000,2018,5,9,239
1338000,2018,5,10,201
1338000,2018,5,11,184
1338000,2018,5,12,177
1338000,2018,5,13,177
1338000,2018,5,14,169
1338000,2018,5,15,197
1338000,2018,5,16,184
1338000,2018,5,17,157
1338000,2018,5,18,141
1338000,2018,5,19,217
1338000,2018,5,20,273
1338000,2018,5,21,209
1338000,2018,5,22,234
1338000,2018,5,23,255
1338000,2018,5,24,182
1338000,2018,5,25,153
1338000,2018,5,26,138
1338000,2018,5,27,135
1338000,2018,5,28,137
1338000,2018,5,29,134
1338000,2018,5,30,118
1338000,2018,5,31,112
1338000,2018,6,1,112
1338000,2018,6,2,114
1338000,2018,6,3,109
1338000,2018,6,4,153
1338000,2018,6,5,161
1338000,2018,6,6,129
1338000,2018,6,7,116
1338000,2018,6,8,107
1338000,2018,6,9,100
1338000,2018,6,10,96.7
1338000,2018,6,11,92.4
1338000,2018,6,12,88.5
1338000,2018,6,13,90.3
1338000,2018,6,14,110
1338000,2018,6,15,95.2
1338000,2018,6,16,88.4
1338000,2018,6,17,84.4
1338000,2018,6,18,84
1338000,2018,6,19,109
1338000,2018,6,20,89.1
1338000,2018,6,21,84.7
1338000,2018,6,22,80.5
1338000,2018,6,23,82.4
1338000,2018,6,24,89.1
1338000,2018,6,25,87
1338000,2018,6,26,80.2
1338000,2018,6,27,82.7
1338000,2018,6,28,123
1338000,2018,6,29,95.3
1338000,2018,6,30,82
1338000,2018,7,1,77.2
1338000,2018,7,2,83.9
1338000,2018,7,3,160
1338000,2018,7,4,93.6
1338000,2018,7,5,81.4
1338000,2018,7,6,77.5
1338000,2018,7,7,73.3
1338000,2018,7,8,71.6
1338000,2018,7,9,69.7
1338000,2018,7,10,68
1338000,2018,7,11,66.8
1338000,2018,7,12,65.3
1338000,2018,7,13,64.7
1338000,2018,7,14,64.1
1338000,2018,7,15,64.7
1338000,2018,7,16,64.2
1338000,2018,7,17,122
1338000,2018,7,18,85.1
1338000,2018,7,19,71.9
1338000,2018,7,20,71.2
1338000,2018,7,21,68.7
1338000,2018,7,22,67.3
1338000,2018,7,23,70.1
1338000,2018,7,24,104
1338000,2018,7,25,158
1338000,2018,7,26,110
1338000,2018,7,27,86.4
1338000,2018,7,28,100
1338000,2018,7,29,80.3
1338000,2018,7,30,74.3
1338000,2018,7,31,72.1
1338000,2018,8,1,72.3
1338000,2018,8,2,75.5
1338000,2018,8,3,72.6
1338000,2018,8,4,73.9
1338000,2018,8,5,68.3
1338000,2018,8,6,65.1
1338000,2018,8,7,63.7
1338000,2018,8,8,64.4
1338000,2018,8,9,71.6
1338000,2018,8,10,65.5
1338000,2018,8,11,67.3
1338000,2018,8,12,73.7
1338000,2018,8,13,66.7
1338000,2018,8,14,113
1338000,2018,8,15,350
1338000,2018,8,16,135
1338000,2018,8,17,142
1338000,2018,8,18,138
1338000,2018,8,19,109
1338000,2018,8,20,93.3
1338000,2018,8,21,89.6
1338000,2018,8,22,92.7
1338000,2018,8,23,98.2
1338000,2018,8,24,85
1338000,2018,8,25,79
1338000,2018,8,26,75.6
1338000,2018,8,27,74.2
1338000,2018,8,28,73.8
1338000,2018,8,29,73.3
1338000,2018,8,30,199
1338000,2018,8,31,111
1338000,2018,9,1,104
1338000,2018,9,2,94.3
1338000,2018,9,3,95.2
1338000,2018,9,4,102
1338000,2018,9,5,88.2
1338000,2018,9,6,84.4
1338000,2018,9,7,78.2
1338000,2018,9,8,74.6
1338000,2018,9,9,73
1338000,2018,9,10,99.9
1338000,2018,9,11,491
1338000,2018,9,12,201
1338000,2018,9,13,141
1338000,2018,9,14,115
1338000,2018,9,15,104
1338000,2018,9,16,98.4
1338000,2018,9,17,92.6
1338000,2018,9,18,135
1338000,2018,9,19,114
1338000,2018,9,20,95.7
1338000,2018,9,21,92.3
1338000,2018,9,22,96.9
1338000,2018,9,23,88.2
1338000,2018,9,24,84.6
1338000,2018,9,25,164
1338000,2018,9,26,278
1338000,2018,9,27,380
1338000,2018,9,28,291
1338000,2018,9,29,221
1338000,2018,9,30,179
1338000,2018,10,1,152
1338000,2018,10,2,215
1338000,2018,10,3,372
